file_nm,element_id,amount,unit_ref,decimals,contextref
jpcrp030000-asr-001_E05663-000_2016-06-30_01_2016-09-27.xbrl,jpcrp_cor:descriptionoffactthatcompanysbusinesscomprisessinglesegmentdisclosureofimpairmentlossonnon,"当社グループの事業は、ソフトウエア事業の単一セグメントであるため、記載を省略しております。なお、当連結会計年度の減損損失は2,447千円となっております。",,,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2016-06-30_01_2016-09-27.xbrl,jpcrp_cor:descriptionoffactthatcompanysbusinesscomprisessinglesegmentamortizationandunamortizedbalan,"当社グループの事業はソフトウエア事業の単一セグメントであるため、記載を省略しております。なお、当連結会計年度の、のれんの当期償却額は113,100千円、未償却残高は254,475千円となっております。",,,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2016-06-30_01_2016-09-27.xbrl,jpcrp_cor:descriptionoffactthatcompanysbusinesscomprisessinglesegmentamortizationandunamortizedbalan,"当社グループの事業はソフトウエア事業の単一セグメントであるため、記載を省略しております。なお、当連結会計年度の、のれんの当期償却額は113,100千円、未償却残高は141,375千円となっております。",,,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2016-06-30_01_2016-09-27.xbrl,jpcrp_cor:descriptionoffactandreasonwhycomponentsofmajorassetsandliabilitiesarenotpresented,連結財務諸表を作成しているため、記載を省略しております。,,,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2016-06-30_01_2016-09-27.xbrl,jpcrp_cor:descriptionoffactthatreportingcompanyhasnoparentcompanyetcasdefinedbyarticle247paragraph1o,当社には、金融商品取引法第24条の７第１項に規定する親会社等はありません。,,,FilingDateInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpdei_cor:numberofsubmissiondei,1,,0,FilingDateInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,6732302000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,8300489000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,8928777000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,9612878000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,10532392000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,629119000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,1079475000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,795528000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,1112546000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,1308887000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,362792000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,623343000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,402033000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,660729000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,663606000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,365886000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,623733000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,405524000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,656127000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,665659000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,1879247000,,-3,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,2460737000,,-3,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,2739493000,,-3,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,3311089000,,-3,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,3873381000,,-3,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,4785839000,,-3,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,5537498000,,-3,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,5681530000,,-3,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,6709167000,,-3,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,7325518000,,-3,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,400.37,,2,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,524.25,,2,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,583.64,,2,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,352.71,,2,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,412.62,,2,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,77.29,,2,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,132.80,,2,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,85.65,,2,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,70.38,,2,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,70.69,,2,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.393,,3,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.444,,3,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.482,,3,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.494,,3,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.529,,3,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.213,,3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.287,,3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.155,,3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.218,,3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.185,,3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:priceearningsratiosummaryofbusinessresults,10.3,,1,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:priceearningsratiosummaryofbusinessresults,11.3,,1,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:priceearningsratiosummaryofbusinessresults,17.0,,1,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:priceearningsratiosummaryofbusinessresults,7.8,,1,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:priceearningsratiosummaryofbusinessresults,20.2,,1,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinoperatingactivitiessummaryofbusinessresults,516576000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinoperatingactivitiessummaryofbusinessresults,994024000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinoperatingactivitiessummaryofbusinessresults,471276000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinoperatingactivitiessummaryofbusinessresults,1135934000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinoperatingactivitiessummaryofbusinessresults,1070201000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedininvestingactivitiessummaryofbusinessresults,-687191000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedininvestingactivitiessummaryofbusinessresults,-198997000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedininvestingactivitiessummaryofbusinessresults,-146861000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedininvestingactivitiessummaryofbusinessresults,-301484000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedininvestingactivitiessummaryofbusinessresults,-297429000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinfinancingactivitiessummaryofbusinessresults,290114000,,-3,Prior4YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinfinancingactivitiessummaryofbusinessresults,-234275000,,-3,Prior3YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinfinancingactivitiessummaryofbusinessresults,-315743000,,-3,Prior2YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinfinancingactivitiessummaryofbusinessresults,-243579000,,-3,Prior1YearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netcashprovidedbyusedinfinancingactivitiessummaryofbusinessresults,-232227000,,-3,CurrentYearDuration
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:cashandcashequivalentssummaryofbusinessresults,2244406000,,-3,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:cashandcashequivalentssummaryofbusinessresults,2805512000,,-3,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:cashandcashequivalentssummaryofbusinessresults,2816955000,,-3,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:cashandcashequivalentssummaryofbusinessresults,3406066000,,-3,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:cashandcashequivalentssummaryofbusinessresults,3947673000,,-3,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:numberofemployees,399,,0,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:numberofemployees,477,,0,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:numberofemployees,542,,0,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:numberofemployees,603,,0,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:numberofemployees,709,,0,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:averagenumberoftemporaryworkers,41,,0,Prior4YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:averagenumberoftemporaryworkers,23,,0,Prior3YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:averagenumberoftemporaryworkers,34,,0,Prior2YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:averagenumberoftemporaryworkers,27,,0,Prior1YearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:averagenumberoftemporaryworkers,34,,0,CurrentYearInstant
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,3665791000,,-3,Prior4YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp030000-asr_e05663-000:netsalesandoperatingrevenuesummaryofbusinessresults,1839664000,,-3,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:operatingrevenue1summaryofbusinessresults,1029896000,,-3,Prior2YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:operatingrevenue1summaryofbusinessresults,1850064000,,-3,Prior1YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:operatingrevenue1summaryofbusinessresults,1743500000,,-3,CurrentYearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,413145000,,-3,Prior4YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,543604000,,-3,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,68903000,,-3,Prior2YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,720604000,,-3,Prior1YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,561938000,,-3,CurrentYearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netincomelosssummaryofbusinessresults,247426000,,-3,Prior4YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netincomelosssummaryofbusinessresults,467860000,,-3,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netincomelosssummaryofbusinessresults,69248000,,-3,Prior2YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netincomelosssummaryofbusinessresults,599689000,,-3,Prior1YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netincomelosssummaryofbusinessresults,478788000,,-3,CurrentYearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:capitalstocksummaryofbusinessresults,288400000,,-3,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:capitalstocksummaryofbusinessresults,288400000,,-3,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:capitalstocksummaryofbusinessresults,288400000,,-3,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:capitalstocksummaryofbusinessresults,288400000,,-3,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:capitalstocksummaryofbusinessresults,288400000,,-3,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalnumberofissuedsharessummaryofbusinessresults,2347000,,0,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalnumberofissuedsharessummaryofbusinessresults,4694000,,0,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalnumberofissuedsharessummaryofbusinessresults,4694000,,0,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalnumberofissuedsharessummaryofbusinessresults,4694000,,0,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalnumberofissuedsharessummaryofbusinessresults,9388000,,0,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,1721570000,,-3,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,2147110000,,-3,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,2089618000,,-3,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,2603661000,,-3,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,2979276000,,-3,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,3871792000,,-3,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,4582712000,,-3,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,4245479000,,-3,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,4682279000,,-3,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,5388194000,,-3,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,366.78,,2,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,457.44,,2,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,445.19,,2,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,277.35,,2,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:netassetspersharesummaryofbusinessresults,317.37,,2,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:dividendpaidpersharesummaryofbusinessresults,18,,0,Prior4YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:dividendpaidpersharesummaryofbusinessresults,27,,0,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:dividendpaidpersharesummaryofbusinessresults,18,,0,Prior2YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:dividendpaidpersharesummaryofbusinessresults,22,,0,Prior1YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:dividendpaidpersharesummaryofbusinessresults,16,,0,CurrentYearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,52.71,,2,Prior4YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,99.68,,2,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,14.75,,2,Prior2YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,63.88,,2,Prior1YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,51.00,,2,CurrentYearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.445,,3,Prior4YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.469,,3,Prior3YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.492,,3,Prior2YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.556,,3,Prior1YearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.553,,3,CurrentYearInstant_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.154,,3,Prior4YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.242,,3,Prior3YearDuration_NonConsolidatedMember
jpcrp030000-asr-001_E05663-000_2017-06-30_01_2017-09-26.xbrl,jpcrp_cor:rateofreturnonequitysummaryofbusinessresults,0.033,,3,Prior2YearDuration_NonConsolidatedMember
