,version,提出日,提出回数,報告対象期間期末日,追番,第N期,名前空間接頭辞,tag,id,context,開始日,終了日,期末日,連結,値
0,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,NumberOfSubmissionDEI,,FilingDateInstant,,,2018-11-13,True,1
1,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,EDINETCodeDEI,,FilingDateInstant,,,2018-11-13,True,E05663
2,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,FundCodeDEI,,FilingDateInstant,,,2018-11-13,True,
3,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,SecurityCodeDEI,,FilingDateInstant,,,2018-11-13,True,38360
4,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,FilerNameInJapaneseDEI,,FilingDateInstant,,,2018-11-13,True,株式会社アバント
5,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,FilerNameInEnglishDEI,,FilingDateInstant,,,2018-11-13,True,AVANT CORPORATION
6,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,FundNameInJapaneseDEI,,FilingDateInstant,,,2018-11-13,True,
7,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,FundNameInEnglishDEI,,FilingDateInstant,,,2018-11-13,True,
8,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,CabinetOfficeOrdinanceDEI,,FilingDateInstant,,,2018-11-13,True,企業内容等の開示に関する内閣府令
9,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,DocumentTypeDEI,,FilingDateInstant,,,2018-11-13,True,第四号の三様式
10,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,AccountingStandardsDEI,,FilingDateInstant,,,2018-11-13,True,Japan GAAP
11,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,WhetherConsolidatedFinancialStatementsArePreparedDEI,,FilingDateInstant,,,2018-11-13,True,True
12,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,IndustryCodeWhenConsolidatedFinancialStatementsArePreparedInAccordanceWithIndustrySpecificRegulationsDEI,,FilingDateInstant,,,2018-11-13,True,cte
13,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,IndustryCodeWhenFinancialStatementsArePreparedInAccordanceWithIndustrySpecificRegulationsDEI,,FilingDateInstant,,,2018-11-13,True,
14,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,CurrentFiscalYearStartDateDEI,,FilingDateInstant,,,2018-11-13,True,2018-07-01 00:00:00
15,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,CurrentPeriodEndDateDEI,,FilingDateInstant,,,2018-11-13,True,2018-09-30 00:00:00
16,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,TypeOfCurrentPeriodDEI,,FilingDateInstant,,,2018-11-13,True,Q1
17,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,CurrentFiscalYearEndDateDEI,,FilingDateInstant,,,2018-11-13,True,2019-06-30 00:00:00
18,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,PreviousFiscalYearStartDateDEI,,FilingDateInstant,,,2018-11-13,True,2017-07-01 00:00:00
19,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,ComparativePeriodEndDateDEI,,FilingDateInstant,,,2018-11-13,True,2017-09-30 00:00:00
20,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,PreviousFiscalYearEndDateDEI,,FilingDateInstant,,,2018-11-13,True,2018-06-30 00:00:00
21,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,NextFiscalYearStartDateDEI,,FilingDateInstant,,,2018-11-13,True,
22,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,EndDateOfQuarterlyOrSemiAnnualPeriodOfNextFiscalYearDEI,,FilingDateInstant,,,2018-11-13,True,
23,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,AmendmentFlagDEI,,FilingDateInstant,,,2018-11-13,True,False
24,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,IdentificationOfDocumentSubjectToAmendmentDEI,,FilingDateInstant,,,2018-11-13,True,
25,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,ReportAmendmentFlagDEI,,FilingDateInstant,,,2018-11-13,True,False
26,2,2018-11-13,1,2018-09-30,0,1,jpdei_cor,XBRLAmendmentFlagDEI,,FilingDateInstant,,,2018-11-13,True,False
27,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,NetSalesSummaryOfBusinessResults,,Prior1YTDDuration,2017-07-01,2017-09-30,,True,2544501000
28,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,NetSalesSummaryOfBusinessResults,,CurrentYTDDuration,2018-07-01,2018-09-30,,True,3180376000
29,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,NetSalesSummaryOfBusinessResults,,Prior1YearDuration,2017-07-01,2018-06-30,,True,12110795000
30,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,OrdinaryIncomeLossSummaryOfBusinessResults,,Prior1YTDDuration,2017-07-01,2017-09-30,,True,248615000
31,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,OrdinaryIncomeLossSummaryOfBusinessResults,,CurrentYTDDuration,2018-07-01,2018-09-30,,True,380799000
32,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,OrdinaryIncomeLossSummaryOfBusinessResults,,Prior1YearDuration,2017-07-01,2018-06-30,,True,1632433000
33,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,ProfitLossAttributableToOwnersOfParentSummaryOfBusinessResults,,Prior1YTDDuration,2017-07-01,2017-09-30,,True,162566000
34,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,ProfitLossAttributableToOwnersOfParentSummaryOfBusinessResults,,CurrentYTDDuration,2018-07-01,2018-09-30,,True,237346000
35,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,ProfitLossAttributableToOwnersOfParentSummaryOfBusinessResults,,Prior1YearDuration,2017-07-01,2018-06-30,,True,1062061000
36,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,ComprehensiveIncomeSummaryOfBusinessResults,,Prior1YTDDuration,2017-07-01,2017-09-30,,True,163435000
37,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,ComprehensiveIncomeSummaryOfBusinessResults,,CurrentYTDDuration,2018-07-01,2018-09-30,,True,252782000
38,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,ComprehensiveIncomeSummaryOfBusinessResults,,Prior1YearDuration,2017-07-01,2018-06-30,,True,1069302000
39,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,NetAssetsSummaryOfBusinessResults,,Prior1QuarterInstant,,,2017-09-30,True,3886619000
40,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,NetAssetsSummaryOfBusinessResults,,CurrentQuarterInstant,,,2018-09-30,True,4819920000
41,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,NetAssetsSummaryOfBusinessResults,,Prior1YearInstant,,,2018-06-30,True,4792462000
42,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,TotalAssetsSummaryOfBusinessResults,,Prior1QuarterInstant,,,2017-09-30,True,6879285000
43,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,TotalAssetsSummaryOfBusinessResults,,CurrentQuarterInstant,,,2018-09-30,True,8061523000
44,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,TotalAssetsSummaryOfBusinessResults,,Prior1YearInstant,,,2018-06-30,True,8814290000
45,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,BasicEarningsLossPerShareSummaryOfBusinessResults,,Prior1YTDDuration,2017-07-01,2017-09-30,,True,8.66
46,2,2018-11-13,1,2018-09-30,0,1,jpcrp_cor,BasicEarningsLossPerShareSummaryOfBusinessResults,,CurrentYTDDuration,2018-07-01,2018-09-30,,True,12.64
