"indicatorCd","unitCd","statCd","regionCd","timeCd","cycle","regionRank","isSeasonal","isProvisional","value","cellAnnotations"
"0201020000000010000","090","20020101","03000","1977CY00","3","3","1","0","1400000",
"0201020000000010000","090","20020101","04000","1977CY00","3","3","1","0","2004000",
"0201020000000010000","090","20020101","05000","1977CY00","3","3","1","0","1244000",
"0201020000000010000","090","20020101","06000","1977CY00","3","3","1","0","1233000",
"0201020000000010000","090","20020101","07000","1977CY00","3","3","1","0","1996000",
"0201020000000010000","090","20020101","08000","1977CY00","3","3","1","0","2413000",
"0201020000000010000","090","20020101","09000","1977CY00","3","3","1","0","1734000",
"0201020000000010000","090","20020101","10000","1977CY00","3","3","1","0","1796000",
"0201020000000010000","090","20020101","11000","1977CY00","3","3","1","0","5081000",
"0201020000000010000","090","20020101","12000","1977CY00","3","3","1","0","4371000",
"0201020000000010000","090","20020101","13000","1977CY00","3","3","1","0","11584000",
"0201020000000010000","090","20020101","14000","1977CY00","3","3","1","0","6580000",
"0201020000000010000","090","20020101","15000","1977CY00","3","3","1","0","2415000",
"0201020000000010000","090","20020101","16000","1977CY00","3","3","1","0","1084000",
"0201020000000010000","090","20020101","17000","1977CY00","3","3","1","0","1088000",
"0201020000000010000","090","20020101","18000","1977CY00","3","3","1","0","779000",
"0201020000000010000","090","20020101","19000","1977CY00","3","3","1","0","791000",
"0201020000000010000","090","20020101","20000","1977CY00","3","3","1","0","2043000",
"0201020000000010000","090","20020101","21000","1977CY00","3","3","1","0","1899000",
"0201020000000010000","090","20020101","22000","1977CY00","3","3","1","0","3360000",
"0201020000000010000","090","20020101","23000","1977CY00","3","3","1","0","6001000",
"0201020000000010000","090","20020101","24000","1977CY00","3","3","1","0","1642000",
"0201020000000010000","090","20020101","25000","1977CY00","3","3","1","0","1019000",
"0201020000000010000","090","20020101","26000","1977CY00","3","3","1","0","2431000",
"0201020000000010000","090","20020101","27000","1977CY00","3","3","1","0","8206000",
"0201020000000010000","090","20020101","28000","1977CY00","3","3","1","0","4990000",
"0201020000000010000","090","20020101","29000","1977CY00","3","3","1","0","1118000",
"0201020000000010000","090","20020101","30000","1977CY00","3","3","1","0","1076000",
"0201020000000010000","090","20020101","31000","1977CY00","3","3","1","0","589000",
"0201020000000010000","090","20020101","32000","1977CY00","3","3","1","0","774000",
"0201020000000010000","090","20020101","33000","1977CY00","3","3","1","0","1832000",
"0201020000000010000","090","20020101","34000","1977CY00","3","3","1","0","2674000",
"0201020000000010000","090","20020101","35000","1977CY00","3","3","1","0","1559000",
"0201020000000010000","090","20020101","36000","1977CY00","3","3","1","0","813000",
"0201020000000010000","090","20020101","37000","1977CY00","3","3","1","0","978000",
"0201020000000010000","090","20020101","38000","1977CY00","3","3","1","0","1484000",
"0201020000000010000","090","20020101","39000","1977CY00","3","3","1","0","818000",
"0201020000000010000","090","20020101","40000","1977CY00","3","3","1","0","4386000",
"0201020000000010000","090","20020101","41000","1977CY00","3","3","1","0","847000",
"0201020000000010000","090","20020101","42000","1977CY00","3","3","1","0","1578000",
"0201020000000010000","090","20020101","43000","1977CY00","3","3","1","0","1746000",
"0201020000000010000","090","20020101","44000","1977CY00","3","3","1","0","1204000",
"0201020000000010000","090","20020101","45000","1977CY00","3","3","1","0","1113000",
"0201020000000010000","090","20020101","46000","1977CY00","3","3","1","0","1746000",
"0201020000000010000","090","20020101","47000","1977CY00","3","3","1","0","1066000",
"0201020000000010000","090","20020101","01000","1978CY00","3","3","1","0","5483000",
"0201020000000010000","090","20020101","02000","1978CY00","3","3","1","0","1505000",
"0201020000000010000","090","20020101","03000","1978CY00","3","3","1","0","1407000",
"0201020000000010000","090","20020101","04000","1978CY00","3","3","1","0","2028000",
"0201020000000010000","090","20020101","05000","1978CY00","3","3","1","0","1248000",
"0201020000000010000","090","20020101","06000","1978CY00","3","3","1","0","1240000",
"0201020000000010000","090","20020101","07000","1978CY00","3","3","1","0","2009000",
"0201020000000010000","090","20020101","08000","1978CY00","3","3","1","0","2459000",
"0201020000000010000","090","20020101","09000","1978CY00","3","3","1","0","1751000",
"0201020000000010000","090","20020101","10000","1978CY00","3","3","1","0","1814000",
"0201020000000010000","090","20020101","11000","1978CY00","3","3","1","0","5198000",
"0201020000000010000","090","20020101","12000","1978CY00","3","3","1","0","4497000",
"0201020000000010000","090","20020101","13000","1978CY00","3","3","1","0","11573000",
"0201020000000010000","090","20020101","14000","1978CY00","3","3","1","0","6693000",
"0201020000000010000","090","20020101","15000","1978CY00","3","3","1","0","2425000",
"0201020000000010000","090","20020101","16000","1978CY00","3","3","1","0","1090000",
"0201020000000010000","090","20020101","17000","1978CY00","3","3","1","0","1097000",
"0201020000000010000","090","20020101","18000","1978CY00","3","3","1","0","782000",
"0201020000000010000","090","20020101","19000","1978CY00","3","3","1","0","794000",
"0201020000000010000","090","20020101","20000","1978CY00","3","3","1","0","2057000",
"0201020000000010000","090","20020101","21000","1978CY00","3","3","1","0","1917000",
"0201020000000010000","090","20020101","22000","1978CY00","3","3","1","0","3388000",
"0201020000000010000","090","20020101","23000","1978CY00","3","3","1","0","6064000",
"0201020000000010000","090","20020101","24000","1978CY00","3","3","1","0","1653000",
"0201020000000010000","090","20020101","25000","1978CY00","3","3","1","0","1036000",
"0201020000000010000","090","20020101","26000","1978CY00","3","3","1","0","2451000",
"0201020000000010000","090","20020101","27000","1978CY00","3","3","1","0","8244000",
"0201020000000010000","090","20020101","28000","1978CY00","3","3","1","0","5019000",
"0201020000000010000","090","20020101","29000","1978CY00","3","3","1","0","1147000",
"0201020000000010000","090","20020101","30000","1978CY00","3","3","1","0","1079000",
"0201020000000010000","090","20020101","31000","1978CY00","3","3","1","0","593000",
"0201020000000010000","090","20020101","32000","1978CY00","3","3","1","0","777000",
"0201020000000010000","090","20020101","33000","1978CY00","3","3","1","0","1842000",
"0201020000000010000","090","20020101","34000","1978CY00","3","3","1","0","2688000",
"0201020000000010000","090","20020101","35000","1978CY00","3","3","1","0","1565000",
"0201020000000010000","090","20020101","36000","1978CY00","3","3","1","0","817000",
"0201020000000010000","090","20020101","37000","1978CY00","3","3","1","0","985000",
"0201020000000010000","090","20020101","38000","1978CY00","3","3","1","0","1491000",
"0201020000000010000","090","20020101","39000","1978CY00","3","3","1","0","823000",
"0201020000000010000","090","20020101","40000","1978CY00","3","3","1","0","4435000",
"0201020000000010000","090","20020101","41000","1978CY00","3","3","1","0","852000",
"0201020000000010000","090","20020101","42000","1978CY00","3","3","1","0","1583000",
"0201020000000010000","090","20020101","43000","1978CY00","3","3","1","0","1761000",
"0201020000000010000","090","20020101","44000","1978CY00","3","3","1","0","1212000",
"0201020000000010000","090","20020101","45000","1978CY00","3","3","1","0","1126000",
"0201020000000010000","090","20020101","46000","1978CY00","3","3","1","0","1758000",
"0201020000000010000","090","20020101","47000","1978CY00","3","3","1","0","1076000",
"0201020000000010000","090","20020101","01000","1979CY00","3","3","1","0","5528000",
"0201020000000010000","090","20020101","02000","1979CY00","3","3","1","0","1515000",
"0201020000000010000","090","20020101","03000","1979CY00","3","3","1","0","1414000",
"0201020000000010000","090","20020101","04000","1979CY00","3","3","1","0","2055000",
"0201020000000010000","090","20020101","05000","1979CY00","3","3","1","0","1253000",
"0201020000000010000","090","20020101","06000","1979CY00","3","3","1","0","1246000",
"0201020000000010000","090","20020101","07000","1979CY00","3","3","1","0","2021000",
"0201020000000010000","090","20020101","08000","1979CY00","3","3","1","0","2506000",
"0201020000000010000","090","20020101","09000","1979CY00","3","3","1","0","1773000",
"0201020000000010000","090","20020101","10000","1979CY00","3","3","1","0","1829000",
"0201020000000010000","090","20020101","11000","1979CY00","3","3","1","0","5307000",
"0201020000000010000","090","20020101","12000","1979CY00","3","3","1","0","4614000",
"0201020000000010000","090","20020101","13000","1979CY00","3","3","1","0","11551000",
"0201020000000010000","090","20020101","14000","1979CY00","3","3","1","0","6797000",
"0201020000000010000","090","20020101","15000","1979CY00","3","3","1","0","2436000",
"0201020000000010000","090","20020101","16000","1979CY00","3","3","1","0","1096000",
"0201020000000010000","090","20020101","17000","1979CY00","3","3","1","0","1107000",
"0201020000000010000","090","20020101","18000","1979CY00","3","3","1","0","786000",
"0201020000000010000","090","20020101","19000","1979CY00","3","3","1","0","798000",
"0201020000000010000","090","20020101","20000","1979CY00","3","3","1","0","2069000",
"0201020000000010000","090","20020101","21000","1979CY00","3","3","1","0","1933000",
"0201020000000010000","090","20020101","22000","1979CY00","3","3","1","0","3415000",
"0201020000000010000","090","20020101","23000","1979CY00","3","3","1","0","6120000",
"0201020000000010000","090","20020101","24000","1979CY00","3","3","1","0","1664000",
"0201020000000010000","090","20020101","25000","1979CY00","3","3","1","0","1054000",
"0201020000000010000","090","20020101","26000","1979CY00","3","3","1","0","2469000",
"0201020000000010000","090","20020101","27000","1979CY00","3","3","1","0","8277000",
"0201020000000010000","090","20020101","28000","1979CY00","3","3","1","0","5045000",
"0201020000000010000","090","20020101","29000","1979CY00","3","3","1","0","1175000",
"0201020000000010000","090","20020101","30000","1979CY00","3","3","1","0","1082000",
"0201020000000010000","090","20020101","31000","1979CY00","3","3","1","0","598000",
"0201020000000010000","090","20020101","32000","1979CY00","3","3","1","0","781000",
"0201020000000010000","090","20020101","33000","1979CY00","3","3","1","0","1853000",
"0201020000000010000","090","20020101","34000","1979CY00","3","3","1","0","2701000",
"0201020000000010000","090","20020101","35000","1979CY00","3","3","1","0","1569000",
"0201020000000010000","090","20020101","36000","1979CY00","3","3","1","0","822000",
"0201020000000010000","090","20020101","37000","1979CY00","3","3","1","0","992000",
"0201020000000010000","090","20020101","38000","1979CY00","3","3","1","0","1498000",
"0201020000000010000","090","20020101","39000","1979CY00","3","3","1","0","828000",
"0201020000000010000","090","20020101","40000","1979CY00","3","3","1","0","4480000",
"0201020000000010000","090","20020101","41000","1979CY00","3","3","1","0","859000",
"0201020000000010000","090","20020101","42000","1979CY00","3","3","1","0","1585000",
"0201020000000010000","090","20020101","43000","1979CY00","3","3","1","0","1775000",
"0201020000000010000","090","20020101","44000","1979CY00","3","3","1","0","1220000",
"0201020000000010000","090","20020101","45000","1979CY00","3","3","1","0","1139000",
"0201020000000010000","090","20020101","46000","1979CY00","3","3","1","0","1772000",
"0201020000000010000","090","20020101","47000","1979CY00","3","3","1","0","1089000",
"0201020000000010000","090","20020101","01000","1980CY00","3","3","1","0","5566372",
"0201020000000010000","090","20020101","02000","1980CY00","3","3","1","0","1521778",
"0201020000000010000","090","20020101","03000","1980CY00","3","3","1","0","1420078",
"0201020000000010000","090","20020101","04000","1980CY00","3","3","1","0","2076657",
"0201020000000010000","090","20020101","05000","1980CY00","3","3","1","0","1255499",
"0201020000000010000","090","20020101","06000","1980CY00","3","3","1","0","1250989",
"0201020000000010000","090","20020101","07000","1980CY00","3","3","1","0","2032547",
"0201020000000010000","090","20020101","08000","1980CY00","3","3","1","0","2552775",
"0201020000000010000","090","20020101","09000","1980CY00","3","3","1","0","1789218",
"0201020000000010000","090","20020101","10000","1980CY00","3","3","1","0","1845138",
"0201020000000010000","090","20020101","11000","1980CY00","3","3","1","0","5405466",
"0201020000000010000","090","20020101","12000","1980CY00","3","3","1","0","4719383",
"0201020000000010000","090","20020101","13000","1980CY00","3","3","1","0","11506944",
"0201020000000010000","090","20020101","14000","1980CY00","3","3","1","0","6883647",
"0201020000000010000","090","20020101","15000","1980CY00","3","3","1","0","2448056",
"0201020000000010000","090","20020101","16000","1980CY00","3","3","1","0","1101485",
"0201020000000010000","090","20020101","17000","1980CY00","3","3","1","0","1115559",
"0201020000000010000","090","20020101","18000","1980CY00","3","3","1","0","789497",
"0201020000000010000","090","20020101","19000","1980CY00","3","3","1","0","802490",
"0201020000000010000","090","20020101","20000","1980CY00","3","3","1","0","2078832",
"0201020000000010000","090","20020101","21000","1980CY00","3","3","1","0","1949993",
"0201020000000010000","090","20020101","22000","1980CY00","3","3","1","0","3438445",
"0201020000000010000","090","20020101","23000","1980CY00","3","3","1","0","6167929",
"0201020000000010000","090","20020101","24000","1980CY00","3","3","1","0","1678831",
"0201020000000010000","090","20020101","25000","1980CY00","3","3","1","0","1072440",
"0201020000000010000","090","20020101","26000","1980CY00","3","3","1","0","2483007",
"0201020000000010000","090","20020101","27000","1980CY00","3","3","1","0","8295801",
"0201020000000010000","090","20020101","28000","1980CY00","3","3","1","0","5063478",
"0201020000000010000","090","20020101","29000","1980CY00","3","3","1","0","1202655",
"0201020000000010000","090","20020101","30000","1980CY00","3","3","1","0","1081999",
"0201020000000010000","090","20020101","31000","1980CY00","3","3","1","0","602335",
"0201020000000010000","090","20020101","32000","1980CY00","3","3","1","0","783143",
"0201020000000010000","090","20020101","33000","1980CY00","3","3","1","0","1862741",
"0201020000000010000","090","20020101","34000","1980CY00","3","3","1","0","2722521",
"0201020000000010000","090","20020101","35000","1980CY00","3","3","1","0","1572752",
"0201020000000010000","090","20020101","36000","1980CY00","3","3","1","0","824433",
"0201020000000010000","090","20020101","37000","1980CY00","3","3","1","0","998442",
"0201020000000010000","090","20020101","38000","1980CY00","3","3","1","0","1504298",
"0201020000000010000","090","20020101","39000","1980CY00","3","3","1","0","829609",
"0201020000000010000","090","20020101","40000","1980CY00","3","3","1","0","4523770",
"0201020000000010000","090","20020101","41000","1980CY00","3","3","1","0","864052",
"0201020000000010000","090","20020101","42000","1980CY00","3","3","1","0","1586916",
"0201020000000010000","090","20020101","43000","1980CY00","3","3","1","0","1788076",
"0201020000000010000","090","20020101","44000","1980CY00","3","3","1","0","1225548",
"0201020000000010000","090","20020101","45000","1980CY00","3","3","1","0","1150321",
"0201020000000010000","090","20020101","46000","1980CY00","3","3","1","0","1783351",
"0201020000000010000","090","20020101","47000","1980CY00","3","3","1","0","1101062",
"0201020000000010000","090","20020101","01000","1981CY00","3","3","1","0","5598000",
"0201020000000010000","090","20020101","02000","1981CY00","3","3","1","0","1524000",
"0201020000000010000","090","20020101","03000","1981CY00","3","3","1","0","1425000",
"0201020000000010000","090","20020101","04000","1981CY00","3","3","1","0","2099000",
"0201020000000010000","090","20020101","05000","1981CY00","3","3","1","0","1258000",
"0201020000000010000","090","20020101","06000","1981CY00","3","3","1","0","1254000",
"0201020000000010000","090","20020101","07000","1981CY00","3","3","1","0","2041000",
"0201020000000010000","090","20020101","08000","1981CY00","3","3","1","0","2591000",
"0201020000000010000","090","20020101","09000","1981CY00","3","3","1","0","1805000",
"0201020000000010000","090","20020101","10000","1981CY00","3","3","1","0","1861000",
"0201020000000010000","090","20020101","11000","1981CY00","3","3","1","0","5508000",
"0201020000000010000","090","20020101","12000","1981CY00","3","3","1","0","4822000",
"0201020000000010000","090","20020101","13000","1981CY00","3","3","1","0","11531000",
"0201020000000010000","090","20020101","14000","1981CY00","3","3","1","0","6987000",
"0201020000000010000","090","20020101","15000","1981CY00","3","3","1","0","2456000",
"0201020000000010000","090","20020101","16000","1981CY00","3","3","1","0","1104000",
"0201020000000010000","090","20020101","17000","1981CY00","3","3","1","0","1124000",
"0201020000000010000","090","20020101","18000","1981CY00","3","3","1","0","793000",
"0201020000000010000","090","20020101","19000","1981CY00","3","3","1","0","807000",
"0201020000000010000","090","20020101","20000","1981CY00","3","3","1","0","2088000",
"0201020000000010000","090","20020101","21000","1981CY00","3","3","1","0","1965000",
"0201020000000010000","090","20020101","22000","1981CY00","3","3","1","0","3463000",
"0201020000000010000","090","20020101","23000","1981CY00","3","3","1","0","6213000",
"0201020000000010000","090","20020101","24000","1981CY00","3","3","1","0","1694000",
"0201020000000010000","090","20020101","25000","1981CY00","3","3","1","0","1089000",
"0201020000000010000","090","20020101","26000","1981CY00","3","3","1","0","2495000",
"0201020000000010000","090","20020101","27000","1981CY00","3","3","1","0","8339000",
"0201020000000010000","090","20020101","28000","1981CY00","3","3","1","0","5096000",
"0201020000000010000","090","20020101","29000","1981CY00","3","3","1","0","1227000",
"0201020000000010000","090","20020101","30000","1981CY00","3","3","1","0","1084000",
"0201020000000010000","090","20020101","31000","1981CY00","3","3","1","0","606000",
"0201020000000010000","090","20020101","32000","1981CY00","3","3","1","0","786000",
"0201020000000010000","090","20020101","33000","1981CY00","3","3","1","0","1873000",
"0201020000000010000","090","20020101","34000","1981CY00","3","3","1","0","2745000",
"0201020000000010000","090","20020101","35000","1981CY00","3","3","1","0","1578000",
"0201020000000010000","090","20020101","36000","1981CY00","3","3","1","0","827000",
"0201020000000010000","090","20020101","37000","1981CY00","3","3","1","0","1004000",
"0201020000000010000","090","20020101","38000","1981CY00","3","3","1","0","1510000",
"0201020000000010000","090","20020101","39000","1981CY00","3","3","1","0","832000",
"0201020000000010000","090","20020101","40000","1981CY00","3","3","1","0","4568000",
"0201020000000010000","090","20020101","41000","1981CY00","3","3","1","0","868000",
"0201020000000010000","090","20020101","42000","1981CY00","3","3","1","0","1591000",
"0201020000000010000","090","20020101","43000","1981CY00","3","3","1","0","1800000",
"0201020000000010000","090","20020101","44000","1981CY00","3","3","1","0","1231000",
"0201020000000010000","090","20020101","45000","1981CY00","3","3","1","0","1157000",
"0201020000000010000","090","20020101","46000","1981CY00","3","3","1","0","1793000",
"0201020000000010000","090","20020101","47000","1981CY00","3","3","1","0","1114000",
"0201020000000010000","090","20020101","01000","1982CY00","3","3","1","0","5622000",
"0201020000000010000","090","20020101","02000","1982CY00","3","3","1","0","1525000",
"0201020000000010000","090","20020101","03000","1982CY00","3","3","1","0","1428000",
"0201020000000010000","090","20020101","04000","1982CY00","3","3","1","0","2121000",
"0201020000000010000","090","20020101","05000","1982CY00","3","3","1","0","1257000",
"0201020000000010000","090","20020101","06000","1982CY00","3","3","1","0","1256000",
"0201020000000010000","090","20020101","07000","1982CY00","3","3","1","0","2049000",
"0201020000000010000","090","20020101","08000","1982CY00","3","3","1","0","2630000",
"0201020000000010000","090","20020101","09000","1982CY00","3","3","1","0","1819000",
"0201020000000010000","090","20020101","10000","1982CY00","3","3","1","0","1876000",
"0201020000000010000","090","20020101","11000","1982CY00","3","3","1","0","5602000",
"0201020000000010000","090","20020101","12000","1982CY00","3","3","1","0","4910000",
"0201020000000010000","090","20020101","13000","1982CY00","3","3","1","0","11555000",
"0201020000000010000","090","20020101","14000","1982CY00","3","3","1","0","7091000",
"0201020000000010000","090","20020101","15000","1982CY00","3","3","1","0","2462000",
"0201020000000010000","090","20020101","16000","1982CY00","3","3","1","0","1108000",
"0201020000000010000","090","20020101","17000","1982CY00","3","3","1","0","1131000",
"0201020000000010000","090","20020101","18000","1982CY00","3","3","1","0","798000",
"0201020000000010000","090","20020101","19000","1982CY00","3","3","1","0","812000",
"0201020000000010000","090","20020101","20000","1982CY00","3","3","1","0","2097000",
"0201020000000010000","090","20020101","21000","1982CY00","3","3","1","0","1980000",
"0201020000000010000","090","20020101","22000","1982CY00","3","3","1","0","3490000",
"0201020000000010000","090","20020101","23000","1982CY00","3","3","1","0","6257000",
"0201020000000010000","090","20020101","24000","1982CY00","3","3","1","0","1708000",
"0201020000000010000","090","20020101","25000","1982CY00","3","3","1","0","1105000",
"0201020000000010000","090","20020101","26000","1982CY00","3","3","1","0","2509000",
"0201020000000010000","090","20020101","27000","1982CY00","3","3","1","0","8373000",
"0201020000000010000","090","20020101","28000","1982CY00","3","3","1","0","5123000",
"0201020000000010000","090","20020101","29000","1982CY00","3","3","1","0","1248000",
"0201020000000010000","090","20020101","30000","1982CY00","3","3","1","0","1086000",
"0201020000000010000","090","20020101","31000","1982CY00","3","3","1","0","608000",
"0201020000000010000","090","20020101","32000","1982CY00","3","3","1","0","788000",
"0201020000000010000","090","20020101","33000","1982CY00","3","3","1","0","1883000",
"0201020000000010000","090","20020101","34000","1982CY00","3","3","1","0","2761000",
"0201020000000010000","090","20020101","35000","1982CY00","3","3","1","0","1584000",
"0201020000000010000","090","20020101","36000","1982CY00","3","3","1","0","829000",
"0201020000000010000","090","20020101","37000","1982CY00","3","3","1","0","1008000",
"0201020000000010000","090","20020101","38000","1982CY00","3","3","1","0","1515000",
"0201020000000010000","090","20020101","39000","1982CY00","3","3","1","0","835000",
"0201020000000010000","090","20020101","40000","1982CY00","3","3","1","0","4606000",
"0201020000000010000","090","20020101","41000","1982CY00","3","3","1","0","872000",
"0201020000000010000","090","20020101","42000","1982CY00","3","3","1","0","1591000",
"0201020000000010000","090","20020101","43000","1982CY00","3","3","1","0","1809000",
"0201020000000010000","090","20020101","44000","1982CY00","3","3","1","0","1236000",
"0201020000000010000","090","20020101","45000","1982CY00","3","3","1","0","1164000",
"0201020000000010000","090","20020101","46000","1982CY00","3","3","1","0","1800000",
