,0,1,2,3,4,5,6,7,8,9,10
80,0201010010000010020,090,20020101,03000,1976CY00,3,3,1,0,939000,
81,0201010010000010020,090,20020101,04000,1976CY00,3,3,1,0,1363000,
82,0201010010000010020,090,20020101,05000,1976CY00,3,3,1,0,857000,
83,0201010010000010020,090,20020101,06000,1976CY00,3,3,1,0,833000,
84,0201010010000010020,090,20020101,07000,1976CY00,3,3,1,0,1331000,
85,0201010010000010020,090,20020101,08000,1976CY00,3,3,1,0,1590000,
86,0201010010000010020,090,20020101,09000,1976CY00,3,3,1,0,1154000,
87,0201010010000010020,090,20020101,10000,1976CY00,3,3,1,0,1186000,
88,0201010010000010020,090,20020101,11000,1976CY00,3,3,1,0,3308000,
89,0201010010000010020,090,20020101,12000,1976CY00,3,3,1,0,2858000,
90,0201010010000010020,090,20020101,13000,1976CY00,3,3,1,0,8292000,
91,0201010010000010020,090,20020101,14000,1976CY00,3,3,1,0,4474000,
92,0201010010000010020,090,20020101,15000,1976CY00,3,3,1,0,1609000,
93,0201010010000010020,090,20020101,16000,1976CY00,3,3,1,0,724000,
94,0201010010000010020,090,20020101,17000,1976CY00,3,3,1,0,718000,
95,0201010010000010020,090,20020101,18000,1976CY00,3,3,1,0,515000,
96,0201010010000010020,090,20020101,19000,1976CY00,3,3,1,0,517000,
97,0201010010000010020,090,20020101,20000,1976CY00,3,3,1,0,1342000,
98,0201010010000010020,090,20020101,21000,1976CY00,3,3,1,0,1256000,
99,0201010010000010020,090,20020101,22000,1976CY00,3,3,1,0,2241000,
100,0201010010000010020,090,20020101,23000,1976CY00,3,3,1,0,4030000,
101,0201010010000010020,090,20020101,24000,1976CY00,3,3,1,0,1087000,
102,0201010010000010020,090,20020101,25000,1976CY00,3,3,1,0,666000,
103,0201010010000010020,090,20020101,26000,1976CY00,3,3,1,0,1652000,
104,0201010010000010020,090,20020101,27000,1976CY00,3,3,1,0,5662000,
105,0201010010000010020,090,20020101,28000,1976CY00,3,3,1,0,3385000,
106,0201010010000010020,090,20020101,29000,1976CY00,3,3,1,0,736000,
107,0201010010000010020,090,20020101,30000,1976CY00,3,3,1,0,713000,
108,0201010010000010020,090,20020101,31000,1976CY00,3,3,1,0,390000,
109,0201010010000010020,090,20020101,32000,1976CY00,3,3,1,0,506000,
110,0201010010000010020,090,20020101,33000,1976CY00,3,3,1,0,1208000,
111,0201010010000010020,090,20020101,34000,1976CY00,3,3,1,0,1786000,
112,0201010010000010020,090,20020101,35000,1976CY00,3,3,1,0,1045000,
113,0201010010000010020,090,20020101,36000,1976CY00,3,3,1,0,543000,
114,0201010010000010020,090,20020101,37000,1976CY00,3,3,1,0,649000,
115,0201010010000010020,090,20020101,38000,1976CY00,3,3,1,0,978000,
116,0201010010000010020,090,20020101,39000,1976CY00,3,3,1,0,541000,
117,0201010010000010020,090,20020101,40000,1976CY00,3,3,1,0,2970000,
118,0201010010000010020,090,20020101,41000,1976CY00,3,3,1,0,550000,
119,0201010010000010020,090,20020101,42000,1976CY00,3,3,1,0,1024000,
120,0201010010000010020,090,20020101,43000,1976CY00,3,3,1,0,1151000,
121,0201010010000010020,090,20020101,44000,1976CY00,3,3,1,0,798000,
122,0201010010000010020,090,20020101,45000,1976CY00,3,3,1,0,730000,
123,0201010010000010020,090,20020101,46000,1976CY00,3,3,1,0,1133000,
124,0201010010000010020,090,20020101,47000,1976CY00,3,3,1,0,662000,
125,0201010010000010020,090,20020101,01000,1977CY00,3,3,1,0,3734000,
126,0201010010000010020,090,20020101,02000,1977CY00,3,3,1,0,1004000,
127,0201010010000010020,090,20020101,03000,1977CY00,3,3,1,0,946000,
128,0201010010000010020,090,20020101,04000,1977CY00,3,3,1,0,1378000,
129,0201010010000010020,090,20020101,05000,1977CY00,3,3,1,0,861000,
130,0201010010000010020,090,20020101,06000,1977CY00,3,3,1,0,835000,
131,0201010010000010020,090,20020101,07000,1977CY00,3,3,1,0,1343000,
132,0201010010000010020,090,20020101,08000,1977CY00,3,3,1,0,1615000,
133,0201010010000010020,090,20020101,09000,1977CY00,3,3,1,0,1165000,
134,0201010010000010020,090,20020101,10000,1977CY00,3,3,1,0,1197000,
135,0201010010000010020,090,20020101,11000,1977CY00,3,3,1,0,3389000,
136,0201010010000010020,090,20020101,12000,1977CY00,3,3,1,0,2934000,
137,0201010010000010020,090,20020101,13000,1977CY00,3,3,1,0,8224000,
138,0201010010000010020,090,20020101,14000,1977CY00,3,3,1,0,4525000,
139,0201010010000010020,090,20020101,15000,1977CY00,3,3,1,0,1610000,
140,0201010010000010020,090,20020101,16000,1977CY00,3,3,1,0,725000,
141,0201010010000010020,090,20020101,17000,1977CY00,3,3,1,0,722000,
142,0201010010000010020,090,20020101,18000,1977CY00,3,3,1,0,517000,
143,0201010010000010020,090,20020101,19000,1977CY00,3,3,1,0,519000,
144,0201010010000010020,090,20020101,20000,1977CY00,3,3,1,0,1346000,
145,0201010010000010020,090,20020101,21000,1977CY00,3,3,1,0,1268000,
146,0201010010000010020,090,20020101,22000,1977CY00,3,3,1,0,2258000,
147,0201010010000010020,090,20020101,23000,1977CY00,3,3,1,0,4059000,
148,0201010010000010020,090,20020101,24000,1977CY00,3,3,1,0,1094000,
149,0201010010000010020,090,20020101,25000,1977CY00,3,3,1,0,678000,
150,0201010010000010020,090,20020101,26000,1977CY00,3,3,1,0,1656000,
151,0201010010000010020,090,20020101,27000,1977CY00,3,3,1,0,5678000,
152,0201010010000010020,090,20020101,28000,1977CY00,3,3,1,0,3400000,
153,0201010010000010020,090,20020101,29000,1977CY00,3,3,1,0,753000,
154,0201010010000010020,090,20020101,30000,1977CY00,3,3,1,0,716000,
155,0201010010000010020,090,20020101,31000,1977CY00,3,3,1,0,392000,
156,0201010010000010020,090,20020101,32000,1977CY00,3,3,1,0,508000,
157,0201010010000010020,090,20020101,33000,1977CY00,3,3,1,0,1211000,
158,0201010010000010020,090,20020101,34000,1977CY00,3,3,1,0,1792000,
159,0201010010000010020,090,20020101,35000,1977CY00,3,3,1,0,1048000,
160,0201010010000010020,090,20020101,36000,1977CY00,3,3,1,0,545000,
161,0201010010000010020,090,20020101,37000,1977CY00,3,3,1,0,652000,
162,0201010010000010020,090,20020101,38000,1977CY00,3,3,1,0,986000,
163,0201010010000010020,090,20020101,39000,1977CY00,3,3,1,0,544000,
164,0201010010000010020,090,20020101,40000,1977CY00,3,3,1,0,3003000,
165,0201010010000010020,090,20020101,41000,1977CY00,3,3,1,0,554000,
166,0201010010000010020,090,20020101,42000,1977CY00,3,3,1,0,1029000,
167,0201010010000010020,090,20020101,43000,1977CY00,3,3,1,0,1165000,
168,0201010010000010020,090,20020101,44000,1977CY00,3,3,1,0,804000,
169,0201010010000010020,090,20020101,45000,1977CY00,3,3,1,0,742000,
170,0201010010000010020,090,20020101,46000,1977CY00,3,3,1,0,1146000,
171,0201010010000010020,090,20020101,47000,1977CY00,3,3,1,0,678000,
172,0201010010000010020,090,20020101,01000,1978CY00,3,3,1,0,3769000,
173,0201010010000010020,090,20020101,02000,1978CY00,3,3,1,0,1014000,
174,0201010010000010020,090,20020101,03000,1978CY00,3,3,1,0,952000,
175,0201010010000010020,090,20020101,04000,1978CY00,3,3,1,0,1392000,
176,0201010010000010020,090,20020101,05000,1978CY00,3,3,1,0,865000,
177,0201010010000010020,090,20020101,06000,1978CY00,3,3,1,0,836000,
178,0201010010000010020,090,20020101,07000,1978CY00,3,3,1,0,1353000,
179,0201010010000010020,090,20020101,08000,1978CY00,3,3,1,0,1645000,
180,0201010010000010020,090,20020101,09000,1978CY00,3,3,1,0,1175000,
181,0201010010000010020,090,20020101,10000,1978CY00,3,3,1,0,1206000,
182,0201010010000010020,090,20020101,11000,1978CY00,3,3,1,0,3470000,
183,0201010010000010020,090,20020101,12000,1978CY00,3,3,1,0,3022000,
184,0201010010000010020,090,20020101,13000,1978CY00,3,3,1,0,8169000,
185,0201010010000010020,090,20020101,14000,1978CY00,3,3,1,0,4590000,
186,0201010010000010020,090,20020101,15000,1978CY00,3,3,1,0,1613000,
187,0201010010000010020,090,20020101,16000,1978CY00,3,3,1,0,726000,
188,0201010010000010020,090,20020101,17000,1978CY00,3,3,1,0,725000,
189,0201010010000010020,090,20020101,18000,1978CY00,3,3,1,0,518000,
190,0201010010000010020,090,20020101,19000,1978CY00,3,3,1,0,520000,
191,0201010010000010020,090,20020101,20000,1978CY00,3,3,1,0,1351000,
192,0201010010000010020,090,20020101,21000,1978CY00,3,3,1,0,1280000,
193,0201010010000010020,090,20020101,22000,1978CY00,3,3,1,0,2277000,
194,0201010010000010020,090,20020101,23000,1978CY00,3,3,1,0,4094000,
195,0201010010000010020,090,20020101,24000,1978CY00,3,3,1,0,1102000,
196,0201010010000010020,090,20020101,25000,1978CY00,3,3,1,0,688000,
197,0201010010000010020,090,20020101,26000,1978CY00,3,3,1,0,1663000,
198,0201010010000010020,090,20020101,27000,1978CY00,3,3,1,0,5705000,
199,0201010010000010020,090,20020101,28000,1978CY00,3,3,1,0,3418000,
200,0201010010000010020,090,20020101,29000,1978CY00,3,3,1,0,772000,
201,0201010010000010020,090,20020101,30000,1978CY00,3,3,1,0,720000,
202,0201010010000010020,090,20020101,31000,1978CY00,3,3,1,0,393000,
203,0201010010000010020,090,20020101,32000,1978CY00,3,3,1,0,509000,
204,0201010010000010020,090,20020101,33000,1978CY00,3,3,1,0,1215000,
205,0201010010000010020,090,20020101,34000,1978CY00,3,3,1,0,1796000,
206,0201010010000010020,090,20020101,35000,1978CY00,3,3,1,0,1050000,
207,0201010010000010020,090,20020101,36000,1978CY00,3,3,1,0,547000,
208,0201010010000010020,090,20020101,37000,1978CY00,3,3,1,0,653000,
209,0201010010000010020,090,20020101,38000,1978CY00,3,3,1,0,992000,
210,0201010010000010020,090,20020101,39000,1978CY00,3,3,1,0,548000,
211,0201010010000010020,090,20020101,40000,1978CY00,3,3,1,0,3032000,
212,0201010010000010020,090,20020101,41000,1978CY00,3,3,1,0,558000,
213,0201010010000010020,090,20020101,42000,1978CY00,3,3,1,0,1034000,
214,0201010010000010020,090,20020101,43000,1978CY00,3,3,1,0,1177000,
215,0201010010000010020,090,20020101,44000,1978CY00,3,3,1,0,809000,
216,0201010010000010020,090,20020101,45000,1978CY00,3,3,1,0,752000,
217,0201010010000010020,090,20020101,46000,1978CY00,3,3,1,0,1159000,
218,0201010010000010020,090,20020101,47000,1978CY00,3,3,1,0,691000,
219,0201010010000010020,090,20020101,01000,1979CY00,3,3,1,0,3803000,
220,0201010010000010020,090,20020101,02000,1979CY00,3,3,1,0,1024000,
221,0201010010000010020,090,20020101,03000,1979CY00,3,3,1,0,958000,
222,0201010010000010020,090,20020101,04000,1979CY00,3,3,1,0,1408000,
223,0201010010000010020,090,20020101,05000,1979CY00,3,3,1,0,867000,
224,0201010010000010020,090,20020101,06000,1979CY00,3,3,1,0,837000,
225,0201010010000010020,090,20020101,07000,1979CY00,3,3,1,0,1359000,
226,0201010010000010020,090,20020101,08000,1979CY00,3,3,1,0,1676000,
227,0201010010000010020,090,20020101,09000,1979CY00,3,3,1,0,1188000,
228,0201010010000010020,090,20020101,10000,1979CY00,3,3,1,0,1215000,
229,0201010010000010020,090,20020101,11000,1979CY00,3,3,1,0,3554000,
230,0201010010000010020,090,20020101,12000,1979CY00,3,3,1,0,3108000,
231,0201010010000010020,090,20020101,13000,1979CY00,3,3,1,0,8123000,
232,0201010010000010020,090,20020101,14000,1979CY00,3,3,1,0,4655000,
233,0201010010000010020,090,20020101,15000,1979CY00,3,3,1,0,1616000,
234,0201010010000010020,090,20020101,16000,1979CY00,3,3,1,0,727000,
235,0201010010000010020,090,20020101,17000,1979CY00,3,3,1,0,730000,
236,0201010010000010020,090,20020101,18000,1979CY00,3,3,1,0,520000,
237,0201010010000010020,090,20020101,19000,1979CY00,3,3,1,0,521000,
238,0201010010000010020,090,20020101,20000,1979CY00,3,3,1,0,1355000,
239,0201010010000010020,090,20020101,21000,1979CY00,3,3,1,0,1291000,
240,0201010010000010020,090,20020101,22000,1979CY00,3,3,1,0,2295000,
241,0201010010000010020,090,20020101,23000,1979CY00,3,3,1,0,4131000,
242,0201010010000010020,090,20020101,24000,1979CY00,3,3,1,0,1110000,
243,0201010010000010020,090,20020101,25000,1979CY00,3,3,1,0,699000,
244,0201010010000010020,090,20020101,26000,1979CY00,3,3,1,0,1672000,
245,0201010010000010020,090,20020101,27000,1979CY00,3,3,1,0,5741000,
246,0201010010000010020,090,20020101,28000,1979CY00,3,3,1,0,3438000,
247,0201010010000010020,090,20020101,29000,1979CY00,3,3,1,0,793000,
248,0201010010000010020,090,20020101,30000,1979CY00,3,3,1,0,724000,
249,0201010010000010020,090,20020101,31000,1979CY00,3,3,1,0,396000,
250,0201010010000010020,090,20020101,32000,1979CY00,3,3,1,0,509000,
251,0201010010000010020,090,20020101,33000,1979CY00,3,3,1,0,1220000,
252,0201010010000010020,090,20020101,34000,1979CY00,3,3,1,0,1800000,
253,0201010010000010020,090,20020101,35000,1979CY00,3,3,1,0,1051000,
254,0201010010000010020,090,20020101,36000,1979CY00,3,3,1,0,550000,
255,0201010010000010020,090,20020101,37000,1979CY00,3,3,1,0,656000,
256,0201010010000010020,090,20020101,38000,1979CY00,3,3,1,0,997000,
257,0201010010000010020,090,20020101,39000,1979CY00,3,3,1,0,551000,
258,0201010010000010020,090,20020101,40000,1979CY00,3,3,1,0,3059000,
259,0201010010000010020,090,20020101,41000,1979CY00,3,3,1,0,561000,
260,0201010010000010020,090,20020101,42000,1979CY00,3,3,1,0,1035000,
261,0201010010000010020,090,20020101,43000,1979CY00,3,3,1,0,1186000,
262,0201010010000010020,090,20020101,44000,1979CY00,3,3,1,0,815000,
263,0201010010000010020,090,20020101,45000,1979CY00,3,3,1,0,761000,
264,0201010010000010020,090,20020101,46000,1979CY00,3,3,1,0,1169000,
265,0201010010000010020,090,20020101,47000,1979CY00,3,3,1,0,704000,
266,0201010010000010020,090,20020101,01000,1980CY00,3,3,1,0,3823808,
267,0201010010000010020,090,20020101,02000,1980CY00,3,3,1,0,1022786,
268,0201010010000010020,090,20020101,03000,1980CY00,3,3,1,0,952388,
269,0201010010000010020,090,20020101,04000,1980CY00,3,3,1,0,1419497,
270,0201010010000010020,090,20020101,05000,1980CY00,3,3,1,0,861312,
271,0201010010000010020,090,20020101,06000,1980CY00,3,3,1,0,842612,
272,0201010010000010020,090,20020101,07000,1980CY00,3,3,1,0,1355601,
273,0201010010000010020,090,20020101,08000,1980CY00,3,3,1,0,1692449,
274,0201010010000010020,090,20020101,09000,1980CY00,3,3,1,0,1191109,
275,0201010010000010020,090,20020101,10000,1980CY00,3,3,1,0,1222826,
276,0201010010000010020,090,20020101,11000,1980CY00,3,3,1,0,3624550,
277,0201010010000010020,090,20020101,12000,1980CY00,3,3,1,0,3176100,
278,0201010010000010020,090,20020101,13000,1980CY00,3,3,1,0,8308563,
279,0201010010000010020,090,20020101,14000,1980CY00,3,3,1,0,4772542,
280,0201010010000010020,090,20020101,15000,1980CY00,3,3,1,0,1625404,
281,0201010010000010020,090,20020101,16000,1980CY00,3,3,1,0,730099,
282,0201010010000010020,090,20020101,17000,1980CY00,3,3,1,0,735098,
283,0201010010000010020,090,20020101,18000,1980CY00,3,3,1,0,521186,
284,0201010010000010020,090,20020101,19000,1980CY00,3,3,1,0,528571,
285,0201010010000010020,090,20020101,20000,1980CY00,3,3,1,0,1362192,
286,0201010010000010020,090,20020101,21000,1980CY00,3,3,1,0,1299372,
287,0201010010000010020,090,20020101,22000,1980CY00,3,3,1,0,2301206,
288,0201010010000010020,090,20020101,23000,1980CY00,3,3,1,0,4202305,
289,0201010010000010020,090,20020101,24000,1980CY00,3,3,1,0,1113812,
290,0201010010000010020,090,20020101,25000,1980CY00,3,3,1,0,705815,
291,0201010010000010020,090,20020101,26000,1980CY00,3,3,1,0,1693183,
292,0201010010000010020,090,20020101,27000,1980CY00,3,3,1,0,5783300,
293,0201010010000010020,090,20020101,28000,1980CY00,3,3,1,0,3435027,
294,0201010010000010020,090,20020101,29000,1980CY00,3,3,1,0,804308,
295,0201010010000010020,090,20020101,30000,1980CY00,3,3,1,0,714680,
296,0201010010000010020,090,20020101,31000,1980CY00,3,3,1,0,398944,
297,0201010010000010020,090,20020101,32000,1980CY00,3,3,1,0,509938,
298,0201010010000010020,090,20020101,33000,1980CY00,3,3,1,0,1223235,
299,0201010010000010020,090,20020101,34000,1980CY00,3,3,1,0,1811865,
300,0201010010000010020,090,20020101,35000,1980CY00,3,3,1,0,1048137,
301,0201010010000010020,090,20020101,36000,1980CY00,3,3,1,0,550779,
302,0201010010000010020,090,20020101,37000,1980CY00,3,3,1,0,658291,
303,0201010010000010020,090,20020101,38000,1980CY00,3,3,1,0,990401,
304,0201010010000010020,090,20020101,39000,1980CY00,3,3,1,0,547780,
305,0201010010000010020,090,20020101,40000,1980CY00,3,3,1,0,3073049,
306,0201010010000010020,090,20020101,41000,1980CY00,3,3,1,0,562529,
307,0201010010000010020,090,20020101,42000,1980CY00,3,3,1,0,1035278,
308,0201010010000010020,090,20020101,43000,1980CY00,3,3,1,0,1185078,
309,0201010010000010020,090,20020101,44000,1980CY00,3,3,1,0,808130,
310,0201010010000010020,090,20020101,45000,1980CY00,3,3,1,0,757074,
311,0201010010000010020,090,20020101,46000,1980CY00,3,3,1,0,1158216,
312,0201010010000010020,090,20020101,47000,1980CY00,3,3,1,0,694174,
313,0201010010000010020,090,20020101,01000,1981CY00,3,3,1,0,3836000,
314,0201010010000010020,090,20020101,02000,1981CY00,3,3,1,0,1019000,
315,0201010010000010020,090,20020101,03000,1981CY00,3,3,1,0,951000,
316,0201010010000010020,090,20020101,04000,1981CY00,3,3,1,0,1429000,
317,0201010010000010020,090,20020101,05000,1981CY00,3,3,1,0,856000,
318,0201010010000010020,090,20020101,06000,1981CY00,3,3,1,0,839000,
319,0201010010000010020,090,20020101,07000,1981CY00,3,3,1,0,1351000,
320,0201010010000010020,090,20020101,08000,1981CY00,3,3,1,0,1711000,
321,0201010010000010020,090,20020101,09000,1981CY00,3,3,1,0,1194000,
322,0201010010000010020,090,20020101,10000,1981CY00,3,3,1,0,1226000,
323,0201010010000010020,090,20020101,11000,1981CY00,3,3,1,0,3700000,
324,0201010010000010020,090,20020101,12000,1981CY00,3,3,1,0,3242000,
325,0201010010000010020,090,20020101,13000,1981CY00,3,3,1,0,8367000,
326,0201010010000010020,090,20020101,14000,1981CY00,3,3,1,0,4849000,
327,0201010010000010020,090,20020101,15000,1981CY00,3,3,1,0,1622000,
328,0201010010000010020,090,20020101,16000,1981CY00,3,3,1,0,728000,
329,0201010010000010020,090,20020101,17000,1981CY00,3,3,1,0,737000,
330,0201010010000010020,090,20020101,18000,1981CY00,3,3,1,0,520000,
331,0201010010000010020,090,20020101,19000,1981CY00,3,3,1,0,529000,
332,0201010010000010020,090,20020101,20000,1981CY00,3,3,1,0,1361000,
333,0201010010000010020,090,20020101,21000,1981CY00,3,3,1,0,1303000,
334,0201010010000010020,090,20020101,22000,1981CY00,3,3,1,0,2307000,
335,0201010010000010020,090,20020101,23000,1981CY00,3,3,1,0,4234000,
336,0201010010000010020,090,20020101,24000,1981CY00,3,3,1,0,1118000,
337,0201010010000010020,090,20020101,25000,1981CY00,3,3,1,0,712000,
338,0201010010000010020,090,20020101,26000,1981CY00,3,3,1,0,1702000,
339,0201010010000010020,090,20020101,27000,1981CY00,3,3,1,0,5827000,
340,0201010010000010020,090,20020101,28000,1981CY00,3,3,1,0,3449000,
341,0201010010000010020,090,20020101,29000,1981CY00,3,3,1,0,818000,
342,0201010010000010020,090,20020101,30000,1981CY00,3,3,1,0,712000,
343,0201010010000010020,090,20020101,31000,1981CY00,3,3,1,0,398000,
344,0201010010000010020,090,20020101,32000,1981CY00,3,3,1,0,507000,
345,0201010010000010020,090,20020101,33000,1981CY00,3,3,1,0,1224000,
346,0201010010000010020,090,20020101,34000,1981CY00,3,3,1,0,1819000,
347,0201010010000010020,090,20020101,35000,1981CY00,3,3,1,0,1045000,
348,0201010010000010020,090,20020101,36000,1981CY00,3,3,1,0,549000,
349,0201010010000010020,090,20020101,37000,1981CY00,3,3,1,0,658000,
350,0201010010000010020,090,20020101,38000,1981CY00,3,3,1,0,987000,
351,0201010010000010020,090,20020101,39000,1981CY00,3,3,1,0,545000,
352,0201010010000010020,090,20020101,40000,1981CY00,3,3,1,0,3094000,
353,0201010010000010020,090,20020101,41000,1981CY00,3,3,1,0,561000,
354,0201010010000010020,090,20020101,42000,1981CY00,3,3,1,0,1032000,
355,0201010010000010020,090,20020101,43000,1981CY00,3,3,1,0,1188000,
356,0201010010000010020,090,20020101,44000,1981CY00,3,3,1,0,805000,
357,0201010010000010020,090,20020101,45000,1981CY00,3,3,1,0,755000,
358,0201010010000010020,090,20020101,46000,1981CY00,3,3,1,0,1156000,
359,0201010010000010020,090,20020101,47000,1981CY00,3,3,1,0,700000,
360,0201010010000010020,090,20020101,01000,1982CY00,3,3,1,0,3864000,
361,0201010010000010020,090,20020101,02000,1982CY00,3,3,1,0,1020000,
362,0201010010000010020,090,20020101,03000,1982CY00,3,3,1,0,952000,
363,0201010010000010020,090,20020101,04000,1982CY00,3,3,1,0,1444000,
364,0201010010000010020,090,20020101,05000,1982CY00,3,3,1,0,854000,
365,0201010010000010020,090,20020101,06000,1982CY00,3,3,1,0,838000,
366,0201010010000010020,090,20020101,07000,1982CY00,3,3,1,0,1353000,
367,0201010010000010020,090,20020101,08000,1982CY00,3,3,1,0,1742000,
368,0201010010000010020,090,20020101,09000,1982CY00,3,3,1,0,1202000,
369,0201010010000010020,090,20020101,10000,1982CY00,3,3,1,0,1237000,
370,0201010010000010020,090,20020101,11000,1982CY00,3,3,1,0,3793000,
371,0201010010000010020,090,20020101,12000,1982CY00,3,3,1,0,3318000,
372,0201010010000010020,090,20020101,13000,1982CY00,3,3,1,0,8455000,
373,0201010010000010020,090,20020101,14000,1982CY00,3,3,1,0,4952000,
374,0201010010000010020,090,20020101,15000,1982CY00,3,3,1,0,1628000,
375,0201010010000010020,090,20020101,16000,1982CY00,3,3,1,0,731000,
376,0201010010000010020,090,20020101,17000,1982CY00,3,3,1,0,742000,
377,0201010010000010020,090,20020101,18000,1982CY00,3,3,1,0,523000,
378,0201010010000010020,090,20020101,19000,1982CY00,3,3,1,0,532000,
379,0201010010000010020,090,20020101,20000,1982CY00,3,3,1,0,1368000,
380,0201010010000010020,090,20020101,21000,1982CY00,3,3,1,0,1317000,
381,0201010010000010020,090,20020101,22000,1982CY00,3,3,1,0,2329000,
